Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
20,4266.444035708161,10,12,845.2097097774182,427.9322792130496,98.3456970587846,36.39767518881945,4805.231432777833,176.19559796485564,0,1,SSH-Patator
27,4061.25704282868,17,7,924.9731793496351,412.07000909088356,33.86922655352632,43.782581688126164,4008.0958659644466,278.52531448347503,4,1,SSH-Patator
16,5579.184087497504,14,11,1167.7458368578914,502.0472921402864,52.094810976936,30.038504235989144,4336.286941889547,196.0498452645383,1,2,SSH-Patator
25,4982.98339215273,13,9,1087.4650594592244,282.2824839670298,64.67747181138532,43.99069386412346,4255.026069559223,186.00850422316103,2,2,SSH-Patator
22,4784.686855872399,11,9,797.7455769202179,393.0615500933948,74.26173599616178,51.047412046686674,4613.385130260672,192.91848562781666,2,0,SSH-Patator
23,5211.847081815048,13,8,862.3539544868843,469.16444270906953,70.03620507007273,15.393241192662096,4792.438708167224,245.47615757695138,1,0,SSH-Patator
26,4457.604285065619,15,9,1015.8621571315157,336.965639657667,35.07575826289459,79.89114002006757,4220.799757746028,196.31473910795833,4,0,SSH-Patator
10,6396.188599805546,18,8,1277.6903162861563,395.40878898356124,88.91865723426275,50.24919955911816,4724.079738215393,225.93309298744902,2,2,SSH-Patator
27,4750.140916848873,14,11,982.8018618255004,405.9498787267173,86.94858238753955,78.00321599817471,6291.268698384868,177.60641548725036,1,1,SSH-Patator
27,4401.273908367831,13,7,1036.9856075200132,333.9368387756639,114.09926857091747,51.801081165072866,5620.703395585448,291.4244651534383,2,1,SSH-Patator
21,5238.123989243412,11,7,906.0004110121155,340.03877079844636,80.27100128852408,59.19163558743034,3145.212510679574,232.67794848458658,1,1,SSH-Patator
18,4824.661755921279,16,11,695.6916269639505,379.4371959390426,53.35778187070876,72.04926173509655,4764.039272301649,217.46121187975191,3,1,SSH-Patator
19,4788.048823551874,14,8,784.8340262300272,397.3193345988764,71.7366519184581,40.853641647570996,4532.299575032697,212.10988982453893,2,0,SSH-Patator
17,5647.551083887417,14,5,917.2922229718016,496.946432928029,47.788580532506685,30.926850932821846,4755.891354157988,265.4808528215866,1,1,SSH-Patator
27,5311.733141516879,13,9,922.9639835368837,449.54530341076156,67.85121222919892,52.87686333997093,3268.047082151187,226.462044784857,1,0,SSH-Patator
21,5148.4487964344335,14,3,801.6609183766507,341.3415497872818,53.67400428876874,4.141738947029516,5282.488869172686,221.87625902046082,2,0,SSH-Patator
21,5504.081140747129,16,7,940.8815931850944,442.40064993775337,84.01017597840541,59.433216481082155,4222.810334363458,180.21982522817015,2,1,SSH-Patator
27,4066.2207632498066,12,5,1047.3376782297391,447.21343168098014,66.81525740279169,66.28201749955801,4446.073772643394,221.8831392697368,2,1,SSH-Patator
21,5481.888517706792,18,5,830.7003595292584,405.78101414719487,71.63694962050991,18.293982703391393,4093.354979289084,187.88143540437665,3,0,SSH-Patator
20,4989.024808147599,14,8,897.1584447279167,389.06965127691825,65.77492829745954,55.61495006382598,5382.663324978411,216.59242852963823,0,1,SSH-Patator
22,5392.270756564951,17,11,793.831011731675,392.65727506398406,64.48394493746108,37.72110333707074,4743.915869696534,185.47469640554976,1,3,SSH-Patator
21,5738.6169492753725,12,8,816.8492241289007,421.4877215370421,93.39457971133767,88.90605937870362,5827.890413224208,219.48507817697586,2,1,SSH-Patator
28,4208.508201669716,14,6,1039.547425570412,326.99023012959435,77.17482113340331,27.797790080965218,3965.151362436989,262.1308559635772,3,0,SSH-Patator
13,4548.901777624933,16,8,777.4937914685235,434.2720078652193,87.74051524980393,28.261277461135926,4948.1985275934085,168.56717453719435,3,1,SSH-Patator
18,4196.138742385902,17,7,921.6848621676413,390.47952597364275,68.49753364273153,16.156537264655327,4214.85345270958,214.6172346343306,3,1,SSH-Patator
21,4694.556220021108,13,7,796.6344697557944,408.9017341344711,60.68493025887014,89.9131962436434,4932.805819554162,245.95992927565072,1,1,SSH-Patator
34,4732.538990761107,11,10,912.9913721212421,386.79134218032664,69.66318743963942,56.61011978991772,6272.426815767574,218.82388752957382,1,0,SSH-Patator
13,4487.706695243196,18,5,913.2307401346611,476.80887934233374,72.49968972387408,81.15222230772885,5773.6339253760725,265.3228694278852,1,0,SSH-Patator
31,5192.2969621043085,15,6,1121.366412012625,431.8317699852115,70.70735032006547,38.01043901965088,5124.159973783599,184.28757143066002,1,1,SSH-Patator
19,4600.831920681685,17,6,1093.1202073129505,494.8228759640585,33.10624659771999,82.64675152533911,4218.634332080995,254.78409129746464,1,1,SSH-Patator
16,5333.6607096036705,15,11,1006.6093392681458,348.1099636652939,67.02783228148648,37.349902985212694,5220.327783102779,264.1496671860747,3,1,SSH-Patator
18,5059.608327285499,21,7,709.4507879394479,318.80030159346614,37.18453650927112,72.30570461500521,4703.508175505939,171.41470186788487,2,1,SSH-Patator
21,4621.0505024275135,15,9,681.9358235630334,317.445466812884,100.32693181467036,59.3240055511944,5396.003340005173,144.77361663352008,1,0,SSH-Patator
28,5062.967955816037,10,11,1118.5699636610864,454.90834665348126,38.80323931327527,37.79906380254384,4763.553196794727,206.38924784063312,3,0,SSH-Patator
18,5005.427731820733,13,7,702.293081162819,403.4985217321264,53.81075783133258,53.72407826426024,5928.145257766525,189.55283516183115,1,1,SSH-Patator
19,5102.395462840438,9,6,969.8228129714429,412.43770343688414,76.38134670850754,23.70506553228783,4475.003848233625,196.91916490246697,1,0,SSH-Patator
29,4771.938753436334,14,9,963.6015669848177,408.01469279806184,92.87977463318978,61.18647292809679,4767.524871557244,160.87673977993882,3,0,SSH-Patator
23,4738.512577360867,21,9,663.1131517896076,417.18291412844843,32.62073719725255,38.78804145524164,5793.2625106791775,147.33108497404575,2,0,SSH-Patator
25,4514.077287907312,16,7,1036.8708649637206,401.83971267581165,72.73549414507531,76.25223214138065,6068.619873409642,198.1159710297832,2,0,SSH-Patator
24,5794.608315807167,12,5,961.4648191162509,364.54308498149425,83.88526851533138,66.46113703464049,5596.062597256907,198.24983414826787,1,0,SSH-Patator
19,4971.937034074357,12,9,981.9264203546329,319.36295300206393,6.097056370658542,71.25523622046175,3771.065523043659,81.78805913539259,0,1,SSH-Patator
28,5450.496648515645,19,11,1150.158507861291,341.77300936735304,56.09043330403661,37.57625185221555,5053.910779675218,185.72527335720392,2,2,SSH-Patator
18,5368.571723776568,12,5,1036.755822752397,391.7200858422792,61.414406485358576,78.74632066084475,3680.0446003077486,203.13105011659317,3,0,SSH-Patator
23,5462.4986712588225,17,9,1032.2280462052481,429.546719413193,75.70829412087784,57.73818437892739,4110.068722937426,204.82313241225867,1,2,SSH-Patator
24,5261.009804564105,15,9,828.1204191479237,417.5328389653211,46.71034557479681,43.33159887799861,3906.8812460596173,290.8149620122988,2,0,SSH-Patator
20,5176.0630397951945,13,9,961.3669050046745,470.04005630878294,4.241817917809534,65.21391546107361,5246.184194041134,241.29181947502946,1,0,SSH-Patator
16,5239.742568956521,15,4,825.4764763200515,399.10745974688126,36.564174351689175,42.89198093266029,4905.512187602667,177.2087151511891,0,2,SSH-Patator
23,5175.272027556225,13,8,809.7211532213346,393.13123365723845,62.87241950901995,61.72747035315929,4427.927440689208,169.08259051880322,3,0,SSH-Patator
23,4950.948596870376,17,7,762.359399921898,407.5508931131098,33.37587925479505,29.269138481930757,4980.1409839579255,204.92393352386046,0,2,SSH-Patator
21,5614.6789207676475,18,8,846.3482484002853,315.02391508346864,79.86043695259262,80.60047384553178,5169.724548558831,202.63769468096427,1,0,SSH-Patator
21,5606.011062642797,14,9,954.8493279760283,394.05019295001154,43.765722961700845,42.905976695346425,3828.699744735188,235.08078738419925,2,0,SSH-Patator
18,4359.44205514459,15,9,783.0189194226323,374.98251322511595,67.90308887122488,17.837964626078367,5255.933656124035,264.51483199151767,3,0,SSH-Patator
21,5385.577263361097,17,10,939.5901904966549,423.31152921713823,67.56445925641971,84.42486223276849,4140.012571425928,254.82915571853587,2,1,SSH-Patator
18,5037.83777352528,12,3,947.9236957785797,326.9410161987352,63.40754278566661,26.768651567942435,4758.821130430095,188.67904651255824,0,1,SSH-Patator
19,3886.016695467314,20,9,964.0421768962267,409.27617599707514,78.89022509127332,42.81554869044849,5829.804494998735,243.0443385865829,1,1,SSH-Patator
23,4336.328650258365,16,8,1079.3863561623536,417.02699989711596,45.16623170965351,54.754651201230445,4601.557163589835,109.80695246433082,1,0,SSH-Patator
28,5195.90702557265,17,8,882.8814496196019,445.54902188533134,31.34553571938946,66.87927907143964,4936.283382038088,123.14347708130765,1,1,SSH-Patator
19,5705.4940674071295,18,6,807.2053139094027,390.63160939990246,52.015616911603416,65.37174308271852,6136.2547929704615,229.0785723501657,2,1,SSH-Patator
21,4696.757927926888,22,9,988.8907810811775,364.8133972624034,31.642306248180777,36.53795509108895,4643.02395926179,188.13129379952892,2,0,SSH-Patator
25,5275.303297839927,17,7,1012.8883764125566,413.0735618903787,65.09816676494042,48.110070731048424,4942.532872193271,211.77321379720058,2,0,SSH-Patator
20,5059.115410644683,18,8,994.620498600151,459.2610538153449,61.94226053937348,82.13770444924957,4116.011275887987,148.23991875888888,0,0,SSH-Patator
19,4892.856478222515,16,7,834.9149297763167,438.015236002145,57.543873623190855,55.367572139089,4630.698738626765,149.82662101351042,1,0,SSH-Patator
24,5019.6183719554565,12,10,739.1796495903156,288.85896709341796,47.49375926286699,39.7602393868508,5503.0083086021095,177.05158876819024,2,1,SSH-Patator
25,4197.718313057402,15,5,1048.4293927412295,353.77284637228956,46.30167640787874,60.07389694820325,4965.976410109338,195.7826328746272,2,0,SSH-Patator
18,5499.233620523897,13,8,734.9168741063326,398.34825887939024,53.64114784001038,57.4993762874795,7195.69157488087,122.05738953191734,1,0,SSH-Patator
22,4277.2445876196025,14,6,908.8171256498275,343.1148846778461,115.09605698627882,54.145222121227,5698.891820338446,105.49869288741745,1,0,SSH-Patator
30,4584.906974870724,16,6,882.2777645216512,284.7787520814294,22.114070124751294,34.717330727020745,5825.644683389683,234.21875762867603,1,0,SSH-Patator
27,4822.804116440454,12,7,864.7169705723089,503.4318580158564,59.50530876530789,39.415346911755904,4548.376470683456,136.34651421840854,3,0,SSH-Patator
22,4507.733803526511,12,3,909.9983860301201,533.9086352175424,95.75385469727438,58.185320095964805,6408.179563874546,168.31861258874113,0,2,SSH-Patator
18,6062.926428369333,19,5,851.0756407952429,378.4027684235762,75.26395268950436,42.4084491509092,4969.475609116122,138.14449677956185,3,1,SSH-Patator
22,4201.68657077525,15,13,955.8370170614403,475.47248256132866,17.04593403723134,43.929730205753714,4766.689240245396,244.34123301795844,1,1,SSH-Patator
27,5045.331728389285,14,8,759.4733241113265,301.4253678717823,25.564475854360587,52.78223433251671,4685.096997882805,193.08365351379453,1,0,SSH-Patator
31,4821.554035016682,12,5,762.1896773171432,430.4926833228852,54.36879878656948,40.91964075020852,4723.561929360648,138.32178130141912,1,0,SSH-Patator
19,5087.242764398146,17,6,931.511142012909,418.3782494001863,46.28152287984544,59.18758860230717,5889.415048884021,130.22853772853915,2,1,SSH-Patator
23,4196.497998487347,17,7,779.3277229847974,299.5734949281246,66.79906975230014,44.93591425796153,3552.071391667997,263.8196920063427,0,1,SSH-Patator
16,4867.623106648116,16,7,966.1483744103314,398.5036486280906,89.30540921065811,63.96386535695349,5473.038068331847,170.03733777033207,1,1,SSH-Patator
30,5755.660452625693,15,10,924.3975750322893,415.614526870216,62.0100968638932,44.69676048615237,5548.483810844012,328.495564307682,1,2,SSH-Patator
26,5050.422547590772,17,7,926.9022043000411,492.08976904091617,92.7456128607478,50.86191655979633,4887.026629617456,147.98862483111176,2,0,SSH-Patator
17,5133.477428295663,15,5,1064.8403606933468,299.0506592740008,27.483123003409986,68.98414371844896,4696.3776542252235,129.2701394994483,3,1,SSH-Patator
20,4946.387489110977,15,9,878.0914983552123,330.3151957377757,57.397992949625454,39.075816056623665,3333.44207306359,177.97072208800247,0,1,SSH-Patator
27,5227.06742244979,23,8,916.0281015020445,342.7174131548938,76.60891617133825,56.62756319960337,3327.279042954453,172.19723728280871,2,0,SSH-Patator
23,5098.664077330553,21,4,874.5949170419916,317.0827291202469,41.74485116509528,88.89287161115176,5920.993492207472,224.3047864163208,1,1,SSH-Patator
32,4477.680498094631,18,10,776.1834924885228,414.674345729899,46.02000320515158,51.218887543851146,5899.722575928168,212.99367939195886,3,1,SSH-Patator
10,5421.462145091085,11,2,855.8660425307537,368.46260560340096,102.09281535688848,71.21131017514416,5886.978488186898,203.51052265351657,2,0,SSH-Patator
27,4784.112460820094,14,8,806.8183536770382,584.2962696658642,64.92116056684891,42.33056934828632,4088.5273843136947,174.38912426032678,1,1,SSH-Patator
14,4780.4269870635635,20,8,906.6978190549609,378.35302185535005,56.044415507500815,53.53168455964752,6439.863790597186,257.04592232884613,1,0,SSH-Patator
24,4730.393838147746,18,10,802.0500703171627,272.21286078583233,32.59870771838127,48.11526549185979,3813.023015772681,212.92850292087346,2,1,SSH-Patator
21,4646.477034346053,16,4,958.7682287054583,540.5864015466589,85.92168833558154,50.20367286970312,4714.191051680765,215.94523625260155,1,2,SSH-Patator
19,4906.199161435511,11,9,683.6186892401886,450.0394832215776,70.88148092628701,24.337052304699476,5405.254465428853,189.17293146671548,1,0,SSH-Patator
13,4267.224009411395,9,8,760.2992569409687,528.7865474858611,67.14937077281776,72.81667263960604,4301.424637194798,263.75153977249215,1,1,SSH-Patator
23,5351.2240269838,11,6,1027.2284789418816,427.4149404896236,48.10281194942118,61.759824139432,5093.367647755642,175.92750884017454,4,0,SSH-Patator
20,5432.60180691257,16,11,979.8185618301168,431.1663149665565,47.28210392622327,82.55457852698339,4397.965192584337,185.73530715030702,1,1,SSH-Patator
19,4967.592840814978,13,4,807.5513998895261,525.4070644272556,52.09846550504203,53.37211998502046,7591.14326037763,167.9974798549785,2,2,SSH-Patator
17,5779.542177509892,17,5,910.2590146273994,325.6068865592772,116.25750930704103,92.57781324764798,5021.067663480883,172.2133123863818,2,0,SSH-Patator
20,4441.193698350897,14,8,944.6871191000813,444.4326933149665,49.848046815008274,67.63891457390392,5094.32401908048,214.59641529282095,3,1,SSH-Patator
17,5345.062190786899,11,8,893.1886259220594,271.7806728120721,31.325788244041735,31.486507218796444,5342.836899793281,237.18818655660928,2,3,SSH-Patator
26,4227.001949155238,16,5,793.022166876398,382.5442842254536,55.215027708409494,56.740962021334205,5764.099045586783,245.56785611506456,1,1,SSH-Patator
27,4448.924864840002,18,9,851.8761416794532,474.4620153162113,68.37916471633585,64.36682937141524,6606.482288926038,196.56973900064042,0,0,SSH-Patator
16,5507.770335753772,13,7,813.5711786925283,467.5799494921197,66.01149519621121,65.38316711084647,5229.533721096509,169.62740919289013,1,2,SSH-Patator
20,5334.744489289705,11,7,822.3408179404995,347.01891885220454,71.06989123520097,67.06042544107818,4729.013663499099,285.345853172757,1,0,SSH-Patator
24,4346.134067042914,13,8,1054.5995763527185,433.17949964889436,45.303360917548275,75.31470562704088,5240.496011395117,252.00034137089582,3,1,SSH-Patator
18,5345.169373590546,15,7,917.8471277359516,347.57837615717733,39.445724187936264,39.19430659965693,5142.229485622087,186.6690553640438,2,1,SSH-Patator
24,4489.042521303895,10,6,737.5290997744352,448.59604473272276,75.36005871229543,16.71485570866259,4561.778742288905,192.8848216222219,1,0,SSH-Patator
17,4767.744393118016,14,8,786.2463391363106,441.5628458657148,42.36494042032992,42.12454650399066,4757.371870602804,160.6121638153071,2,0,SSH-Patator
17,5813.95095429155,14,7,582.8345493112101,387.62088190450726,89.59948602718617,42.02866997738602,4648.613159702759,229.9157767290887,2,2,SSH-Patator
25,4862.58931106248,12,9,967.9057923326654,429.20850413057514,46.295305055239695,39.94271158942425,6513.549902701297,183.70226444260828,2,0,SSH-Patator
13,5271.155504552451,11,11,845.3098196372131,359.61668147817124,55.622575454679556,48.424579712171585,4560.480258777258,184.59918794435805,3,1,SSH-Patator
25,5030.521940227327,16,6,1105.1190631196102,343.6268870821246,25.035925795270735,22.50267144036384,3978.9083085643697,187.0051256664755,3,0,SSH-Patator
25,4513.990066557135,18,9,1144.6215772720482,381.63045318010256,74.9914336671324,66.45057717416286,4542.215295587024,194.96576673778662,1,0,SSH-Patator
18,4394.192522406034,17,7,772.0498535232405,398.6836599422338,64.97825354786232,42.1594801806387,5986.467355480938,187.87057720718553,2,3,SSH-Patator
18,4991.60016739679,15,5,835.9707098998242,444.5934727069312,91.15606276022608,35.37811822268429,5422.501302546431,186.468293567435,1,0,SSH-Patator
23,3933.6571324934926,16,8,934.6653200690454,384.36710441010626,33.29465000755073,18.114067271756007,5071.116397336565,219.2497198282668,2,0,SSH-Patator
26,6136.033228002684,13,6,842.4492011485167,506.2794713041198,43.17720575172674,39.63850846595443,4801.582207894097,186.40789223510802,2,0,SSH-Patator
15,5066.092284502139,15,11,1062.3314456068294,508.84497452892003,60.9097739221299,58.1783500252663,5482.302414411292,200.20359131647382,0,1,SSH-Patator
23,5824.002762610357,18,6,948.796757091048,333.3412962233951,83.62928001600473,46.42032311312315,3674.1868658186568,110.88108217497708,2,1,SSH-Patator
17,6153.176444378517,13,11,802.2064446531343,414.322106791138,48.476679993908235,91.51415690149139,5979.9015901091625,210.6368941861269,2,1,SSH-Patator
22,4317.299731286979,16,10,803.8742707105754,320.350764110724,31.7740310589588,30.502316979050477,5972.74892139896,217.40028042003192,0,2,SSH-Patator
20,5311.164308272226,13,5,917.638126506262,375.13125466877716,64.51583882165775,50.70053897574346,3799.206911040954,217.79453670812805,1,1,SSH-Patator
26,5229.855311294771,17,11,855.8762999648284,359.9176362561993,38.84071854383005,70.15627266136454,4098.520558413934,225.70762012067985,3,0,SSH-Patator
29,4490.898830063216,17,8,690.2992196646933,395.6775621127913,90.42109040645235,45.995660622433725,3765.9100014523083,238.20737514234065,2,0,SSH-Patator
22,4337.049185414448,10,9,998.7397312301374,494.1207257312918,74.972777320137,45.68787986939946,6103.6356153481565,163.6450888062177,1,1,SSH-Patator
19,4906.993436448136,12,9,1099.389424807286,468.4695915381697,97.81266709807105,69.6102093676095,5829.172861000207,146.06054982963084,2,0,SSH-Patator
27,5107.8979976099745,14,7,807.7131364939246,393.6877430215326,53.676990522863065,56.88294054388428,3707.8426890665396,181.68580451092086,3,0,SSH-Patator
